kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
7780;0400-0500;;USA;Brother Stair;E;WNA;o;1;;
7780;0600-0800;;USA;Brother Stair;E;WNA;o;1;;
7780;0900-1400;;USA;Brother Stair;E;WNA;o;1;;
7780;1400-1500;;USA;Brother Stair;E;WNA;o;1;;
7780;1500-1700;Sa;USA;Brother Stair;E;WNA;o;1;;
7780;0000-0100;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
7780;0300-0400;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
7780;0500-0600;;USA;WRMI Radio Miami Int.;E;WNA;o;1;;
7791.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
7795;0000-2400;;J;JMH Japan Meteo Fax;;FE;k;1;;[0321]
7795;0000-2400;;USA;Washington GasLight ALE;;ENA;;1;;
7802;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
7803;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
7805;0000-2400;;UKR;Ukrainian Military ALE;;UKR;;1;;[0120]
7805;0000-2400;;USA;Calif.Emergency Sce.ALE;;WNA;;1;;
7805;0000-2400;;USA;NTA Emergency ALE Net;;USA;;1;;
7810;0000-2400;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;[0321]
7810;0000-0100;;TWN;Sound of Hope;M;FE;;1;;
7810;0100-0200;;TWN;Sound of Hope;M;FE;;1;;
7810;0200-1200;;TWN;Sound of Hope;M;FE;;1;;
7810;1200-1300;;TWN;Sound of Hope;M;FE;;1;;
7810;1300-1400;;TWN;Sound of Hope;M;FE;;1;;
7810;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
7810;1500-1600;;TWN;Sound of Hope;CA;FE;;1;;
7810;1600-1700;;TWN;Sound of Hope;M;FE;;1;;
7810;1700-2000;;TWN;Sound of Hope;M;FE;;1;;[0422]
7810;2000-2100;;TWN;Sound of Hope;M;FE;;1;;
7810;2100-2130;;TWN;Sound of Hope;M;FE;;1;;[0521]
7810;2130-2200;;TWN;Sound of Hope;M;FE;;1;;
7810;2200-2300;;TWN;Sound of Hope;M;FE;;1;;
7810;2300-2400;;TWN;Sound of Hope;M;FE;;1;;
7810;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7810;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;[1019]
7813;0000-2400;;MRC;Moroccan Military ALE;;MRC;;1;;
7813.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;
7819;0000-2400;;USA;US National Guard ALE;;USA;;1;;
7821;1840-1850;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0103;3103
7825;0000-2400;;LTU;Lithuanian Navy ALE;;LTU;;1;;
7830;0000-2400;;PTR;NAU US Navy;-TY;NAm;i;1;;
7833;0000-2400;;F;Fr. Air Force E-3F ALE;;Eu;av;1;;
7840;0645-0655;Tu,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0119]
7840;1000-1010;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0419]
7840;1000-1010;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
7844;0000-2400;;AUT;Austrian Military ALE;;AUT;;1;;
7850;0000-2400;;CAN;CHU Ottawa;-TS;NAm;o;1;;[0423]
7850;0315-0325;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0421]
7850;0315-0325;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0916]
7860;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1119]
7861;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
7862;0000-2400;;CHN;Chinese Navy ALE;;CHN;;1;;
7863;1625-1635;We,Su;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0719]
7864;1730-1740;Th;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0321]
7864;1730-1740;Th;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1019]
7868;0000-2400;;TUR;Red Crescent ALE;;TUR;;1;;
7879;0000-2400;;USA;FEMA Emergency ALE;;USA;;1;;
7880;0430-0545;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
7880;0638-1155;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0420]
7880;1236-1551;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0919]
7880;1636-1655;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;
7880;1800-1947;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[1222]
7880;2035-2300;;D;DWD Pinneberg Met Fax;;Eu;pi;1;;[0822]
7890;0659-1105;harm;VUT;Radio Vanuatu;BSL;VUT;;1;0604;[0423]
7892;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[0120]
7898;0000-2400;;D;German Red Cross ALE;;D;;1;;
7900;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0120]
7900;0000-2400;;BIH;Bosnian Emergency ALE;;BIH;;1;;
7900;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;[1119]
7902;0000-2400;;POL;Internal Ministry ALE;;POL;;1;;
7903.5;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0219]
7906;0050-0100;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;
7906;0450-0500;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;
7906;0850-0900;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;
7906;1250-1300;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;[0420]
7906;1650-1700;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;
7906;2050-2100;;VTN;Ben Thuy Radio;VN;SEA;bt;1;;
7906;0335-0345;;VTN;Ca Mau Radio;VN;SEA;cm;1;;
7906;0735-0745;;VTN;Ca Mau Radio;VN;SEA;cm;1;;
7906;1135-1140;;VTN;Ca Mau Radio;VN;SEA;cm;1;;[0318]
7906;1535-1545;;VTN;Ca Mau Radio;VN;SEA;cm;1;;
7906;1935-1945;;VTN;Ca Mau Radio;VN;SEA;cm;1;;
7906;2335-2345;;VTN;Ca Mau Radio;VN;SEA;cm;1;;
7906;0205-0215;;VTN;Can Tho Radio;VN;SEA;ct;1;;
7906;0605-0615;;VTN;Can Tho Radio;VN;SEA;ct;1;;
7906;1005-1015;;VTN;Can Tho Radio;VN;SEA;ct;1;;
7906;1405-1415;;VTN;Can Tho Radio;VN;SEA;ct;1;;[1214]
7906;1805-1815;;VTN;Can Tho Radio;VN;SEA;ct;1;;
7906;2205-2215;;VTN;Can Tho Radio;VN;SEA;ct;1;;
7906;0035-0045;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
7906;0435-0445;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
7906;0835-0845;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
7906;1235-1245;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;[1214]
7906;1635-1645;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
7906;2035-2045;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
7906;0005-0015;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
7906;0405-0415;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
7906;0805-0815;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
7906;1205-1215;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;[1119]
7906;1605-1615;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
7906;2005-2015;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
7906;0105-0115;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
7906;0505-0515;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
7906;0905-0915;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
7906;1305-1310;;VTN;Ho Chi Minh City R.XVS;VN;SEA;vt;1;;[1220]
7906;1310-1315;;VTN;Ho Chi Minh City R.XVS;VN;SEA;vt;1;;[0420]
7906;1705-1715;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
7906;2105-2115;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
7906;0305-0315;;VTN;Hon Gai Radio;VN;SEA;hg;1;;
7906;0705-0715;;VTN;Hon Gai Radio;VN;SEA;hg;1;;
7906;1105-1115;;VTN;Hon Gai Radio;VN;SEA;hg;1;;[0318]
7906;1505-1515;;VTN;Hon Gai Radio;VN;SEA;hg;1;;
7906;1905-1915;;VTN;Hon Gai Radio;VN;SEA;hg;1;;
7906;2305-2315;;VTN;Hon Gai Radio;VN;SEA;hg;1;;
7906;0250-0300;;VTN;Hue Radio;VN;SEA;hu;1;;
7906;0650-0700;;VTN;Hue Radio;VN;SEA;hu;1;;
7906;1050-1100;;VTN;Hue Radio;VN;SEA;hu;1;;[0318]
7906;1450-1500;;VTN;Hue Radio;VN;SEA;hu;1;;
7906;1850-1900;;VTN;Hue Radio;VN;SEA;hu;1;;
7906;2250-2300;;VTN;Hue Radio;VN;SEA;hu;1;;[1214]
7906;0220-0230;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;0620-0630;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;1020-1030;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;1420-1430;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;1820-1830;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;2220-2230;;VTN;Kien Giang Radio;VN;SEA;kg;1;;
7906;0120-0130;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;
7906;0520-0530;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;
7906;0920-0930;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;
7906;1320-1330;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;[0220]
7906;1720-1730;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;
7906;2120-2130;;VTN;Mong Cai Radio XVM;VN;SEA;mc;1;;
7906;0350-0400;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;
7906;0750-0800;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;
7906;1150-1200;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;[0318]
7906;1550-1600;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;[0120]
7906;1950-2000;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;
7906;2350-2400;;VTN;Nha Trang Radio XVN;VN;SEA;nt;1;;
7906;0135-0145;;VTN;Phan Rang Radio;VN;SEA;pr;1;;
7906;0535-0545;;VTN;Phan Rang Radio;VN;SEA;pr;1;;
7906;0935-0945;;VTN;Phan Rang Radio;VN;SEA;pr;1;;
7906;1335-1345;;VTN;Phan Rang Radio;VN;SEA;pr;1;;[0220]
7906;1735-1745;;VTN;Phan Rang Radio;VN;SEA;pr;1;;
7906;2135-2145;;VTN;Phan Rang Radio;VN;SEA;pr;1;;
7906;0150-0200;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;
7906;0550-0600;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;
7906;0950-1000;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;
7906;1350-1400;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;[1214]
7906;1750-1800;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;
7906;2150-2200;;VTN;Phan Tiet Radio;VN;SEA;pt;1;;
7906;0320-0330;;VTN;Phu Yen Radio;VN;SEA;py;1;;
7906;0720-0730;;VTN;Phu Yen Radio;VN;SEA;py;1;;
7906;1120-1130;;VTN;Phu Yen Radio;VN;SEA;py;1;;[0318]
7906;1520-1530;;VTN;Phu Yen Radio;VN;SEA;py;1;;
7906;1920-1930;;VTN;Phu Yen Radio;VN;SEA;py;1;;
7906;2320-2330;;VTN;Phu Yen Radio;VN;SEA;py;1;;
7906;0235-0245;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;
7906;0635-0645;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;
7906;1035-1045;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;[0318]
7906;1435-1445;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;
7906;1835-1845;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;
7906;2235-2245;;VTN;Quy Nhon Radio;VN;SEA;qn;1;;[1214]
7906;0020-0030;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;0420-0430;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;0820-0830;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;1220-1230;;VTN;Vung Tau Radio;VN;SEA;vt;1;;[0318]
7906;1620-1630;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;2020-2030;;VTN;Vung Tau Radio;VN;SEA;vt;1;;
7906;0000-2400;;CHN;China Military ALE;;FE;;1;;[1119]
7907.5;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[0919]
7910;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7915;0000-2400;;CHL;Gendarmeria Chile ALE;;CHL;;1;;
7922;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
7932;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7932;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
7933;0430-0440;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0105;3108
7935;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7935;0000-2400;;USA;Illinois Emergency ALE;;CNA;;1;;
7939;0000-2400;;S;Swedish Military ALE;;S;;1;;[1119]
7940;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7940;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
7954;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
7961;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
7970;0000-2400;;KGZ;Kyrgyz Military ALE;;KGZ;;1;;
7980;0000-2400;;F;French Navy ALE;;F;;1;;[1119]
7984;0230-0240;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
7984;0230-0240;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0918]
7984;1045-1055;Mo,We;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[0120]
7984;1730-1740;We,Sa;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0819]
7988.5;0000-2400;;LTU;Lithuanian Navy ALE;;LTU;;1;;
7991;0000-2400;;USA;American Red Cross ALE;;USA;;1;;
7993.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
7995;2300-2400;23Dec;ATA;Christmas Carols;E;ATA;;1;0112;2412
8001;0000-2400;;NIG;Nigerian Police ALE;;NIG;;1;;
8006;0000-2400;;J;JG2XA Propag.Studies;;FE;f;1;;[0722]
8006;0000-2400;;RUS;RJD59 Russian Navy;-TY;EEu;kl;1;;[0922]
8010;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8014;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
8016;0000-2400;;HRV;Croatian NRPD ALE;;HRV;;1;;
8020;0000-2400;;I;Italian Air Force ALE;;SEu;;1;;
8023;1440-1450;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0101;3101
8023;1440-1450;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0111;3011
8025;0000-2400;;E;Guardia Civil ALE;;E;;1;;
8029;0000-2400;;RUS;Channel Marker G;-CW;FE;xx;1;0103;3004
8029;0000-2400;;RUS;Channel Marker W;-CW;EEu;xx;1;0103;3004[0417]
8042;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8042;0000-2400;;CHN;Chinese Navy ALE;;CHN;;1;;
8045;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8045;0000-2400;;USA;US National Guard ALE;;USA;;1;;
8053;0000-2400;;USA;Bonneville PowerAdm.ALE;;WNA;;1;;[0120]
8055;0000-2400;;MTN;Mauritania Military ALE;;MTN;;1;;
8056;1740-1750;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0110;3110
8056;2130-2140;irr;RUS;S06 Russian Spy Numbers;R;RUS;m;1;0109;3009[0918]
8056.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
8057;0000-2400;;AGL;Angolan Police ALE;;AGL;;1;;
8058;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8058.6;0000-2400;;USA;US Embassies ALE;;Glo;;1;;[1219]
8060;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1119]
8060;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8063;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8063;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
8065;0000-2400;;USA;Missouri Nat.Guard ALE;;CNA;;1;;
8070;1015-2325;;BOL;La Paz Volmet x15;S;BOL;p;1;;
8072;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;
8080;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
8083;0000-2400;;GEO;Georgia Borderguard ALE;;GEO;;1;;[0120]
8085.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
8088;1730-1740;Th;POL;E11 Polish Spy Numbers;E;;p;1;0105;3108[0719]
8092;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
8096;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8102;0705-0715;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004[0418]
8102;0705-0715;SaSu;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[0919]
8105;0845-1100;;GRC;SWA18 Athens Meteo Fax;;SEE;o;1;;[0217]
8107;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0120]
8113;1000-2300;;AUS;VMW Wiluna WA;E;AUS;w;1;;[0222]
8113;2300-1000;;AUS;VMW Wiluna WA;E;AUS;w;1;;
8113.5;1700-1730;;RUS;RMP Navy Weather;-CW;Eu;k;8;;[0221]
8117;0000-2400;;TWN;Central Weather Bureau;M;FE;q;1;;[0122]
8120;0000-2400;;CHN;BAF Beijing Meteo Fax;;FE;bm;1;;
8120;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8122;0550-0600;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0103;3103
8124;1550-1600;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0110;3110
8125;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8125;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[1219]
8125;0000-2400;;USA;Fed.Aviation Admin. ALE;;USA;;1;;
8126;1450-1500;Th,Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
8130;0000-2400;;SVK;Slovak Military ALE;;SVK;;1;;
8132;0000-2400;;D;German Fed.Police ALE;;D;;1;;[1119]
8136;0000-2400;;USA;US National Guard ALE;;USA;;1;;[0120]
8137;1000-1030;;USA;WCY Marine Weather Ctr;E;Car;LL;2;;
8137;1030-1100;;USA;WCY Marine Weather Ctr;E;BAH;LL;2;;
8137;1130-1200;;USA;WCY Marine Weather Ctr;E;ENA;LL;2;;
8137;1230-1300;;USA;WCY Marine Weather Ctr;E;Car;LL;5;;[0819]
8137;1300-1330;;USA;WCY Marine Weather Ctr;E;CAm;LL;5;;[0918]
8137;1330-1400;;USA;WCY Marine Weather Ctr;E;CAm;LL;4;;
8137;2200-2230;;USA;WCY Marine Weather Ctr;E;Car;LL;1;;
8138;1610-1620;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0111;3011
8139;1940-1950;Mo,We;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0110;3110
8140;0000-2400;;CHL;Chile Navy ALE;;CHL;;1;;
8143;1420-1430;Sa;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0112;3112[1219]
8144;1800-1810;We,Su;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0102;2802
8144;2000-2010;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
8144;2000-2010;We;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3110
8147;1630-1640;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0102;2802
8150;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;[1219]
8151;0000-2400;;CHN;Chinese Military ALE;;CHN;;1;;
8151;0000-2400;;E;Guardia Civil ALE;;E;;1;;
8151;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;ic;1;;[0919]
8152;1700-1730;;RUS;RMP Navy Weather;-CW;Eu;k;8;;[0321]
8153.5;0000-2400;;HOL;Dutch Military ALE;;HOL;;1;;
8157;2000-2010;Mo,We;RUS;E07 Russian Spy Numbers;E;RUS;m;1;0102;2802
8160;0000-2400;;ALG;Algerian Military ALE;;ALG;;1;;[1219]
8161;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1119]
8162;0000-2400;;HNG;Hungarian Military ALE;;HNG;;1;;
8167;1830-1840;Su;RUS;S06 Russian Spy Numbers;R;RUS;c;1;0105;3105[0518]
8167;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;
8169;0200-0300;;TWN;Star-Star Bc.Station;M;CHN;y;5;;
8176;0357-0400;;AUS;Adelaide Radio;E;AUS;;1;;
8176;0757-0800;;AUS;Adelaide Radio;E;AUS;;1;;
8176;1257-1300;;AUS;Cairns Radio;E;AUS;;1;;
8176;2357-2400;;AUS;Cairns Radio;E;AUS;;1;;
8176;0157-0200;;AUS;Darwin Radio;E;AUS;;1;;
8176;0957-1000;;AUS;Darwin Radio;E;AUS;;1;;
8176;1157-1200;;AUS;Gladstone Radio;E;AUS;;1;;
8176;2257-2300;;AUS;Gladstone Radio;E;AUS;;1;;
8176;0257-0300;;AUS;Melbourne Radio;E;AUS;;1;;
8176;2157-2200;;AUS;Melbourne Radio;E;AUS;;1;;
8176;0657-0700;;AUS;Perth Radio;E;AUS;;1;;
8176;1057-1100;;AUS;Perth Radio;E;AUS;;1;;
8176;0457-0500;;AUS;Port Hedland Radio;E;AUS;;1;;
8176;0857-0900;;AUS;Port Hedland Radio;E;AUS;;1;;
8176;0057-0100;;AUS;Sydney Radio;E;AUS;;1;;
8176;1357-1400;;AUS;Sydney Radio;E;AUS;;1;;
8176;0800-2100;;AUS;VMC Charleville QL;E;AUS;c;1;;[0123]
8176;2100-0800;;AUS;VMC Charleville QL;E;AUS;c;1;;[0819]
8180;0700-0710;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0103;3004
8180;0700-0710;Tu,Fr;POL;E11 Polish Spy Numbers;E;;p;1;0109;3110[1018]
8180;0000-2400;;TUN;Tunisian Police ALE;;TUN;;1;;[0120]
8182;0000-2400;;G;DHFCS Forest Moor ALE;;WEu;in;1;;[1219]
8183;1550-1600;Fr;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3009
8188;0510-0520;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0104;3004
8188;0510-0520;Th;RUS;E07a Russian Spy Numbers;E;RUS;m;1;0109;3110
8190;0000-2400;;I;Guardia di Finanza ALE;;I;;1;;[1219]
8191;1900-1910;Fr;RUS;S06 Russian Spy Numbers;R;RUS;xx;1;0109;3009[0919]
8195;0000-2400;;ROU;Romanian Police ALE;;ROU;;1;;[1019]
8202;0000-2400;;CHN;Chinese Navy ALE;;CHN;;1;;
8210.5;1100-1120;;CLM;Columbia Coastguard;S;Car;sa;1;;[1122]
8210.5;2200-2220;;CLM;Columbia Coastguard;S;Car;sa;1;;[1122]
8234;0000-2400;;ISR;Israeli Air Force ALE;;ME;;1;;
8250;0025-0040;;CLM;Columbia Coastguard;S;Car;bu;1;;
8250;1100-1110;;CLM;Columbia Coastguard;S;Car;bu;1;;[0222]
8250;0000-2400;;CLM;Colombian Navy ALE;;CLM;;1;;
8275;0000-2400;;GEO;Georgia Coast Guard ALE;;GEO;;1;;[1019]
8276;0000-2400;;F;French Navy ALE;;F;;1;;
8291;0000-2400;;CAN;VFF Iqaluit Radio;E;NAm;i;1;1005;3112
8294;0035-0045;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;0435-0445;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;0835-0845;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;1235-1245;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;[1214]
8294;1635-1645;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;2035-2045;;VTN;Da Nang Radio XVT;VN;SEA;dn;1;;
8294;0005-0015;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;0405-0415;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;0805-0815;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;1205-1215;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;[0318]
8294;1605-1615;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;2005-2015;;VTN;Hai Phong Radio XVG;VN;SEA;hp;1;;
8294;0105-0115;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
8294;0505-0515;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
8294;0905-0915;;VTN;Ho Chi Minh City R.XVS;VN;SEA;vt;1;;[0815]
8294;1305-1310;;VTN;Ho Chi Minh City R.XVS;VN;SEA;vt;1;;[1220]
8294;1705-1715;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
8294;2105-2115;;VTN;Ho Chi Minh City R.XVS;E;SEA;vt;1;;
8297;0303-0340;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;0333-0410;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;0903-0940;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8297;1003-1040;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;[0419]
8297;1503-1540;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;
8297;1533-1610;;NZL;ZLM Taupo Maritime R.;E;Oc;t;1;;[1221]
8297;2103-2140;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8297;2203-2245;;NZL;ZLM Taupo Maritime R.;E;Oc;t;3;;
8302;0000-0155;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8302;0230-0655;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8302;0730-0910;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8302;1425-1450;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8302;2025-2050;;CHN;XSG Shanghai Radio Fax;M;FE;sh;1;;
8308;0000-2400;;AGL;Angolan Police ALE;;AGL;;1;;
8310.5;0000-0540;;CHN;XSQ Guangzhou Meteo Fax;E;FE;gx;1;;
8310.5;0815-0840;irr;CHN;XSQ Guangzhou Meteo Fax;E;FE;gx;1;;
8310.5;1225-1715;;CHN;XSQ Guangzhou Meteo Fax;E;FE;gx;1;;[0421]
8310.5;2015-2040;irr;CHN;XSQ Guangzhou Meteo Fax;E;FE;gx;1;;
8319;0000-2400;;ISR;4XZ Israeli Navy Haifa;-CW;;;1;;[1018]
8376.5;0000-2400;;CAN;VFF Iqaluit Radio;-TY;NAm;r;1;1007;3110
8412.5;0000-2400;;TUR;Turk.AFAD Emergency ALE;;TUR;;1;;
